ULPIN_ID,Scene_ID,Building_ID,Centroid_X,Centroid_Y,Footprint_Area_m2,Building_Height_m,Building_Volume_m3,Roof_Area_m2,Roof_Height_m,Roof_Centroid_X,Roof_Centroid_Y,Point_Count,Roof_Point_Count,Roof_Footprint_Ratio,Estimated_Floors,Building_Type,Usable_Roof_Area_m2,Estimated_Solar_Capacity_kW,Has_3D_Geometry,2D_Roof_ID,YOLO_Confidence,Roof_Pixel_X,Roof_Pixel_Y,Matched_ULPIN_ID,Matched_Building_ID,3D_Centroid_X,3D_Centroid_Y,3D_Scene3_Pixel_X,3D_Scene3_Pixel_Y,Pixel_Distance,Match_Score,Match_Accepted,Roof_Detected_2D,Data_Status,Solar_Data_Available
IN3D-03-0059,3,59,72.316,59.843,156.08,11.05,1724.02,136.93,6.03,72.649,58.746,2031,730,0.877,4,Mid-rise,102.7,10.27,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0060,3,60,64.33,48.147,88.35,13.15,1161.72,72.99,3.98,64.709,48.205,1598,458,0.826,4,Mid-rise,54.74,5.47,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0061,3,61,47.441,136.697,155.19,5.99,929.37,121.03,3.22,46.267,136.928,930,507,0.78,2,Low-rise,90.77,9.08,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0062,3,62,-5.647,82.46,182.3,7.65,1395.27,171.34,3.11,-4.884,83.531,1220,938,0.94,3,Low-rise,128.5,12.85,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0063,3,63,18.269,54.748,164.76,15.68,2583.16,136.44,6.07,17.937,54.614,2994,811,0.828,5,High-rise,102.33,10.23,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0064,3,64,-77.577,120.434,183.58,7.86,1442.71,164.27,3.9,-77.877,120.498,1736,826,0.895,3,Low-rise,123.2,12.32,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0065,3,65,85.149,134.589,189.61,7.96,1509.78,92.16,2.56,86.799,136.484,1396,481,0.486,3,Low-rise,69.12,6.91,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0066,3,66,41.039,41.758,103.34,13.46,1390.75,80.48,2.75,41.774,40.751,1793,462,0.779,4,Mid-rise,60.36,6.04,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0067,3,67,54.016,125.579,150.08,7.69,1153.78,128.16,2.54,53.141,126.53,1444,679,0.854,3,Low-rise,96.12,9.61,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0068,3,68,1.542,48.228,169.94,14.22,2416.64,94.96,3.59,2.468,49.122,2640,599,0.559,5,Mid-rise,71.22,7.12,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0069,3,69,11.869,148.085,97.33,8.61,838.0,70.14,3.67,11.812,147.582,812,419,0.721,3,Mid-rise,52.6,5.26,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0070,3,70,92.293,51.468,222.88,11.6,2585.68,173.87,3.45,94.279,50.703,2564,856,0.78,4,Mid-rise,130.4,13.04,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0071,3,71,4.348,142.288,114.14,7.28,831.07,91.47,3.74,4.072,142.541,960,497,0.801,2,Low-rise,68.6,6.86,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0072,3,72,-38.288,96.023,128.26,13.46,1725.84,104.3,3.55,-38.067,95.203,2256,561,0.813,4,Mid-rise,78.22,7.82,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0073,3,73,-83.623,110.499,73.79,6.48,478.25,66.74,3.35,-82.976,111.004,835,413,0.904,2,Low-rise,50.05,5.0,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0074,3,74,-55.802,-10.244,110.43,16.56,1829.16,79.95,3.36,-57.33,-9.692,2119,416,0.724,6,High-rise,59.96,6.0,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0075,3,75,13.789,114.35,177.76,13.32,2367.25,156.18,11.03,13.604,114.388,2346,768,0.879,4,Mid-rise,117.14,11.71,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0076,3,76,39.948,102.029,117.02,7.12,833.37,102.62,2.25,40.004,101.252,1147,537,0.877,2,Low-rise,76.96,7.7,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0077,3,77,-96.526,32.542,174.22,6.95,1210.39,115.88,3.11,-95.442,33.261,1236,614,0.665,2,Low-rise,86.91,8.69,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0078,3,78,-98.664,137.539,105.9,12.58,1332.5,86.88,2.27,-98.539,137.521,1842,502,0.82,4,Mid-rise,65.16,6.52,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0079,3,79,-26.723,-0.818,158.14,15.49,2449.56,137.11,13.2,-25.868,-0.738,2699,593,0.867,5,High-rise,102.83,10.28,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0080,3,80,-23.148,128.587,68.0,7.24,492.49,56.73,2.16,-23.325,128.595,708,328,0.834,2,Low-rise,42.55,4.26,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0081,3,81,37.254,121.761,127.38,15.14,1928.89,97.87,5.75,37.656,121.117,2432,581,0.768,5,High-rise,73.4,7.34,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0082,3,82,-27.735,41.416,138.7,7.88,1092.68,97.33,2.68,-27.549,42.155,1169,430,0.702,3,Low-rise,73.0,7.3,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0083,3,83,-42.4,119.705,82.26,12.43,1022.29,69.78,3.43,-42.993,119.552,1368,371,0.848,4,Mid-rise,52.34,5.23,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0084,3,84,15.151,136.482,69.93,6.5,454.8,59.8,2.05,15.987,135.779,467,294,0.855,2,Low-rise,44.85,4.49,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0085,3,85,6.751,194.921,154.53,11.47,1771.86,116.95,1.69,6.064,195.244,1872,527,0.757,4,Mid-rise,87.71,8.77,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0086,3,86,-1.162,112.347,63.97,4.17,266.72,48.6,2.11,-1.716,112.107,421,274,0.76,1,Low-rise,36.45,3.65,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0087,3,87,-37.104,151.403,166.7,14.38,2397.47,102.77,3.86,-38.985,152.108,1763,547,0.616,5,Mid-rise,77.08,7.71,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0088,3,88,68.976,-3.395,159.12,15.38,2446.94,131.68,4.14,69.31,-4.035,3216,808,0.828,5,High-rise,98.76,9.88,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0089,3,89,-98.206,76.042,87.6,6.06,530.71,78.17,1.91,-98.401,76.586,932,423,0.892,2,Low-rise,58.63,5.86,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0090,3,90,-67.218,147.527,124.84,13.27,1657.03,94.82,3.85,-66.007,147.106,1728,492,0.76,4,Mid-rise,71.11,7.11,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0091,3,91,78.803,21.022,165.9,14.83,2460.63,116.14,6.1,79.103,19.311,2813,774,0.7,5,Mid-rise,87.1,8.71,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0092,3,92,32.805,173.258,99.12,5.52,547.6,75.49,2.43,33.023,173.344,788,398,0.762,2,Low-rise,56.62,5.66,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0093,3,93,66.104,-14.979,158.08,15.46,2444.19,134.57,3.67,65.839,-15.824,3197,759,0.851,5,High-rise,100.93,10.09,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0094,3,94,-27.934,83.403,133.91,12.97,1737.27,103.97,5.51,-28.52,83.182,2520,499,0.776,4,Mid-rise,77.98,7.8,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0095,3,95,-79.601,148.925,116.33,12.75,1483.7,95.27,3.12,-80.044,148.478,1890,491,0.819,4,Mid-rise,71.45,7.14,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0096,3,96,37.131,91.358,133.46,8.35,1114.46,119.72,4.2,36.026,91.213,1208,658,0.897,3,Mid-rise,89.79,8.98,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0097,3,97,-11.836,135.096,32.81,6.24,204.88,25.32,1.65,-12.354,135.017,442,151,0.772,2,Low-rise,18.99,1.9,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0098,3,98,22.932,187.699,234.83,13.63,3199.66,185.91,4.15,22.699,187.39,3118,1030,0.792,5,Mid-rise,139.43,13.94,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0099,3,99,-39.166,-9.493,145.0,6.5,943.12,95.63,2.56,-36.535,-8.798,1162,499,0.66,2,Low-rise,71.72,7.17,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0100,3,100,67.225,149.387,158.4,6.8,1077.32,145.75,3.67,68.185,148.906,1047,667,0.92,2,Low-rise,109.31,10.93,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0101,3,101,-67.345,-0.604,165.69,14.88,2465.61,142.79,5.22,-67.491,-1.397,2112,854,0.862,5,Mid-rise,107.09,10.71,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0102,3,102,-38.487,130.801,145.89,8.1,1181.21,130.47,2.74,-38.805,130.314,1429,623,0.894,3,Mid-rise,97.85,9.78,True,28.0,0.1071704477071762,2499.489678113688,4939.529547011056,IN3D-03-0102,102.0,-38.487,130.801,2424.187895875405,4875.0161243565535,99.15815705659452,0.0084184294340547,True,True,validated_2D_3D_match,True
IN3D-03-0103,3,103,-47.588,184.295,123.11,7.22,889.34,106.81,3.36,-46.497,184.785,1013,613,0.868,2,Low-rise,80.11,8.01,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0104,3,104,7.875,-9.604,138.18,7.14,987.28,123.04,3.51,6.924,-9.807,1179,638,0.89,2,Low-rise,92.28,9.23,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0105,3,105,-71.191,95.644,113.23,5.9,668.0,103.71,2.78,-69.785,95.0,825,579,0.916,2,Low-rise,77.78,7.78,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0106,3,106,-46.766,69.65,120.07,13.49,1619.19,100.85,5.61,-46.467,68.891,2270,614,0.84,4,Mid-rise,75.64,7.56,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0107,3,107,-4.709,129.984,104.57,5.63,588.96,93.96,3.11,-3.922,129.484,767,524,0.899,2,Low-rise,70.47,7.05,True,10.0,0.1605045795440673,3273.939304627034,4854.849591450411,IN3D-03-0107,107.0,-4.709,129.984,3253.168516332388,4864.52973447306,22.91573292129062,0.7708426707870938,True,True,validated_2D_3D_match,True
IN3D-03-0108,3,108,-60.524,-24.845,186.95,15.34,2867.25,151.78,3.45,-60.636,-26.027,2965,740,0.812,5,High-rise,113.84,11.38,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0109,3,109,-89.64,128.608,103.46,14.51,1501.61,87.9,3.24,-89.919,128.534,2159,487,0.85,5,Mid-rise,65.93,6.59,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0110,3,110,-21.829,138.398,152.81,15.22,2326.08,117.28,3.71,-21.827,137.208,2933,719,0.767,5,High-rise,87.96,8.8,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0111,3,111,-75.76,166.989,177.49,13.27,2355.07,148.29,3.77,-75.763,166.747,2961,827,0.835,4,Mid-rise,111.22,11.12,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0112,3,112,15.137,178.566,197.86,14.36,2841.69,141.06,4.54,13.932,178.892,2542,853,0.713,5,Mid-rise,105.8,10.58,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0113,3,113,61.941,172.582,133.3,11.9,1586.37,113.08,2.66,61.927,172.788,1982,634,0.848,4,Mid-rise,84.81,8.48,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0114,3,114,25.753,-20.713,224.11,12.5,2801.87,152.81,2.85,27.591,-19.683,2615,823,0.682,4,Mid-rise,114.61,11.46,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0115,3,115,-92.942,163.811,195.64,12.54,2453.53,124.29,4.08,-92.368,166.043,2360,686,0.635,4,Mid-rise,93.22,9.32,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0116,3,116,-58.778,99.375,79.73,5.74,457.66,73.02,2.24,-59.556,98.981,643,372,0.916,2,Low-rise,54.76,5.48,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0117,3,117,67.573,72.749,97.81,8.58,838.93,83.56,2.44,68.518,72.013,1180,397,0.854,3,Mid-rise,62.67,6.27,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0118,3,118,-61.279,89.246,85.77,7.46,639.69,74.77,2.38,-61.838,89.992,704,419,0.872,2,Low-rise,56.08,5.61,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0119,3,119,91.947,27.04,104.81,7.08,741.96,86.68,2.73,92.405,26.394,928,478,0.827,2,Low-rise,65.01,6.5,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0120,3,120,45.09,170.725,163.78,13.68,2239.68,116.39,4.18,45.48,170.8,2721,730,0.711,5,Mid-rise,87.29,8.73,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0121,3,121,-9.624,183.842,121.45,6.46,784.8,107.13,2.8,-9.557,183.371,1074,606,0.882,2,Low-rise,80.35,8.04,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0122,3,122,8.25,63.224,151.31,5.53,836.12,126.44,2.65,8.571,62.219,944,630,0.836,2,Low-rise,94.83,9.48,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0123,3,123,-7.31,68.405,97.54,10.17,992.09,81.09,3.18,-6.698,67.438,1631,493,0.831,3,Mid-rise,60.82,6.08,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0124,3,124,23.576,-38.081,197.97,13.77,2726.28,116.12,4.87,25.717,-38.411,2752,727,0.587,5,Mid-rise,87.09,8.71,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0125,3,125,5.934,169.804,178.66,13.97,2495.36,155.14,10.56,6.703,169.6,2680,802,0.868,5,Mid-rise,116.35,11.64,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0126,3,126,-114.195,130.761,113.1,7.45,842.38,99.56,3.38,-113.06,130.401,861,491,0.88,2,Low-rise,74.67,7.47,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0127,3,127,96.388,163.232,102.24,7.07,722.37,87.1,3.16,97.456,164.348,717,453,0.852,2,Low-rise,65.32,6.53,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0128,3,128,45.138,-21.934,167.29,11.24,1879.88,145.87,4.87,43.402,-21.35,2319,805,0.872,4,Mid-rise,109.4,10.94,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0129,3,129,-36.727,199.104,232.89,12.08,2814.03,139.33,4.43,-36.522,197.454,2332,812,0.598,4,Mid-rise,104.5,10.45,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0130,3,130,-125.983,146.464,196.76,13.57,2669.07,125.74,3.52,-125.855,146.277,2788,627,0.639,5,Mid-rise,94.3,9.43,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0131,3,131,53.177,79.79,48.83,7.66,373.82,32.12,2.15,53.214,79.782,747,190,0.658,3,Low-rise,24.09,2.41,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0132,3,132,-77.478,50.506,57.28,8.96,513.26,52.05,2.51,-78.051,50.042,886,284,0.909,3,Mid-rise,39.04,3.9,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0133,3,133,-108.661,82.397,91.85,5.75,528.07,78.83,2.66,-107.871,82.131,818,416,0.858,2,Low-rise,59.12,5.91,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0134,3,134,-85.214,138.349,84.68,6.44,545.03,67.55,2.16,-85.017,139.324,694,341,0.798,2,Low-rise,50.66,5.07,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0135,3,135,-110.311,41.22,176.45,16.71,2949.1,130.39,3.42,-108.866,40.453,3599,689,0.739,6,High-rise,97.79,9.78,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0136,3,136,-20.596,114.053,83.83,7.2,603.7,78.53,2.48,-21.451,114.972,675,412,0.937,2,Low-rise,58.9,5.89,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0137,3,137,-7.667,198.177,159.45,13.03,2077.87,141.45,3.86,-7.67,198.175,2313,816,0.887,4,Mid-rise,106.09,10.61,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0138,3,138,-98.576,149.362,120.18,6.95,835.34,96.87,2.58,-99.11,149.062,897,505,0.806,2,Low-rise,72.65,7.26,True,20.0,0.1220704317092895,960.6021750570076,5203.82125942817,IN3D-03-0138,138.0,-98.576,149.362,949.4819777440872,5113.250986813755,91.25038668262076,0.0874961331737922,True,True,validated_2D_3D_match,True
IN3D-03-0139,3,139,95.662,119.275,153.29,15.03,2303.7,125.94,3.27,94.866,118.836,2658,699,0.822,5,High-rise,94.46,9.45,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0140,3,140,-18.715,176.234,109.89,8.42,925.48,89.2,3.51,-18.883,175.556,1261,487,0.812,3,Mid-rise,66.9,6.69,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0141,3,141,-90.43,144.514,32.95,4.02,132.36,25.91,1.63,-89.753,144.801,218,144,0.786,1,Low-rise,19.43,1.94,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0142,3,142,-92.49,22.098,64.65,8.32,538.04,54.35,3.05,-91.385,21.912,646,335,0.841,3,Mid-rise,40.76,4.08,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0143,3,143,-70.523,105.589,84.96,4.42,375.42,78.5,2.02,-69.904,104.947,687,407,0.924,1,Low-rise,58.88,5.89,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0144,3,144,-109.615,157.203,184.88,15.16,2802.91,121.12,5.05,-108.353,156.094,2811,750,0.655,5,High-rise,90.84,9.08,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0145,3,145,79.479,68.762,116.81,8.26,965.24,102.59,2.62,78.484,69.338,1345,544,0.878,3,Mid-rise,76.94,7.69,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0146,3,146,-96.809,96.505,80.15,7.12,570.99,66.75,2.1,-96.488,96.057,889,345,0.833,2,Low-rise,50.06,5.01,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0147,3,147,73.223,45.227,79.84,8.01,639.3,58.1,2.36,72.574,46.189,889,305,0.728,3,Mid-rise,43.58,4.36,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0148,3,148,-118.823,120.35,113.16,15.48,1751.38,95.3,4.93,-118.485,120.632,2242,538,0.842,5,High-rise,71.47,7.15,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0149,3,149,18.878,156.103,130.56,12.04,1571.42,90.18,1.91,18.697,156.995,2017,519,0.691,4,Mid-rise,67.64,6.76,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0150,3,150,29.832,130.832,44.96,6.73,302.43,37.7,2.39,28.907,130.682,478,222,0.839,2,Low-rise,28.28,2.83,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0151,3,151,52.295,36.81,122.16,11.63,1421.0,84.7,1.98,52.44,36.861,1556,409,0.693,4,Mid-rise,63.53,6.35,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0152,3,152,1.435,186.416,89.21,4.43,395.65,64.33,1.18,1.272,186.369,523,316,0.721,1,Low-rise,48.25,4.82,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0153,3,153,-102.576,-2.641,537.61,9.71,5218.04,482.26,6.49,-101.574,-2.552,3213,2210,0.897,3,Mid-rise,361.7,36.17,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0154,3,154,-85.294,-24.945,161.89,16.55,2679.69,122.56,4.62,-84.086,-24.568,2313,709,0.757,6,High-rise,91.92,9.19,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0155,3,155,46.714,111.572,133.13,15.33,2040.94,113.16,5.51,46.793,111.335,2591,824,0.85,5,High-rise,84.87,8.49,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0156,3,156,-130.352,164.264,135.75,12.08,1639.96,114.46,1.85,-131.133,163.49,2330,679,0.843,4,Mid-rise,85.84,8.58,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0157,3,157,-39.867,-38.233,143.36,14.08,2019.17,120.98,4.47,-40.05,-38.228,2007,741,0.844,5,Mid-rise,90.74,9.07,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0158,3,158,4.855,118.652,66.54,10.56,702.5,43.19,1.92,5.187,119.371,820,232,0.649,4,Mid-rise,32.39,3.24,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0159,3,159,65.671,185.707,161.05,13.29,2140.6,137.27,3.17,65.089,186.249,2102,756,0.852,4,Mid-rise,102.95,10.3,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0160,3,160,-18.496,-38.019,74.52,11.97,891.94,65.83,2.26,-18.883,-39.536,1203,337,0.883,4,Mid-rise,49.37,4.94,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0161,3,161,-1.407,156.535,192.12,13.78,2646.81,160.81,3.54,-2.079,156.214,3012,789,0.837,5,Mid-rise,120.61,12.06,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0162,3,162,-62.291,121.559,113.17,7.42,839.82,96.28,2.6,-62.19,121.759,1091,518,0.851,2,Low-rise,72.21,7.22,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0163,3,163,-71.546,7.264,87.93,12.18,1071.06,82.75,2.95,-71.918,7.375,918,512,0.941,4,Mid-rise,62.06,6.21,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0164,3,164,-19.81,30.135,148.49,7.44,1104.21,131.15,5.48,-19.404,30.797,1274,617,0.883,2,Low-rise,98.36,9.84,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0165,3,165,-72.394,-18.079,105.64,13.75,1453.03,80.81,4.89,-72.84,-18.341,1292,488,0.765,5,Mid-rise,60.61,6.06,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0166,3,166,35.409,140.914,47.08,3.43,161.64,38.02,2.05,35.84,141.264,319,224,0.808,1,Single-storey,28.52,2.85,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0167,3,167,81.03,180.723,138.53,12.42,1720.45,103.37,3.26,81.073,180.607,1688,540,0.746,4,Mid-rise,77.53,7.75,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0168,3,168,5.73,213.623,225.49,12.88,2904.98,173.25,3.93,4.939,212.531,2830,795,0.768,4,Mid-rise,129.94,12.99,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0169,3,169,-83.426,88.321,253.0,15.14,3830.23,85.49,2.95,-83.287,85.534,3537,528,0.338,5,High-rise,64.12,6.41,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0170,3,170,-45.588,215.184,56.43,6.57,370.67,47.05,1.85,-45.143,215.535,680,298,0.834,2,Low-rise,35.29,3.53,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0171,3,171,42.947,202.254,133.2,13.47,1793.73,114.77,3.46,42.341,202.074,1991,627,0.862,4,Mid-rise,86.08,8.61,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0172,3,172,-87.536,177.322,184.81,14.19,2623.18,99.53,3.66,-85.131,178.816,2379,578,0.539,5,Mid-rise,74.65,7.47,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0173,3,173,-91.325,63.004,188.64,13.79,2601.83,99.13,3.08,-92.008,63.628,2674,548,0.525,5,Mid-rise,74.35,7.44,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0174,3,174,54.77,190.945,109.0,13.91,1516.09,94.48,3.34,53.238,192.198,1073,543,0.867,5,Mid-rise,70.86,7.09,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0175,3,175,-63.325,133.918,33.03,3.81,126.01,25.91,1.68,-63.745,133.584,264,122,0.784,1,Single-storey,19.43,1.94,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0176,3,176,-97.617,181.564,132.73,11.23,1490.8,108.08,3.22,-98.096,182.174,1265,603,0.814,4,Mid-rise,81.06,8.11,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0177,3,177,95.25,66.787,217.65,16.23,3533.24,176.95,11.88,95.53,66.986,3611,976,0.813,5,High-rise,132.71,13.27,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0178,3,178,38.44,2.566,72.24,7.6,549.03,60.01,2.5,38.83,2.348,526,323,0.831,3,Low-rise,45.01,4.5,True,24.0,0.1134564131498336,4352.45143937191,3161.082691189299,IN3D-03-0178,178.0,38.44,2.566,4312.132480809219,3229.0893107581896,79.06022213963124,0.2093977786036877,True,True,validated_2D_3D_match,True
IN3D-03-0179,3,179,19.778,206.89,152.11,14.12,2147.31,133.18,4.93,18.23,206.058,2208,763,0.876,5,Mid-rise,99.88,9.99,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
